"(Intercept)";"pop";"scale(log(mean_fgm), scale = F)";"scale(mass1, scale = F)";"scale(quali_coh, scale = F)";"sex";"pop:scale(log(mean_fgm), scale = F)";"pop:scale(quali_coh, scale = F)";"pop:sex";"scale(log(mean_fgm), scale = F):scale(mass1, scale = F)";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"scale(log(mean_fgm), scale = F):sex";"scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"pop:scale(log(mean_fgm), scale = F):sex";"pop:scale(quali_coh, scale = F):sex";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"df";"logLik";"AICc";"delta";"weight"
-0.257124564946911;"+";-0.574367590242404;-0.319378604762031;0.143752825471848;"+";NA;"+";NA;-0.00654711908109181;NA;NA;"+";NA;NA;NA;NA;NA;11;-89.1773415870276;206.954683174055;14.1118587211297;7.25728004336877e-05
-0.260532895037239;"+";-0.716000811287976;-0.324533088817702;0.122138359334264;"+";NA;"+";NA;-0.0641533812476516;NA;"+";NA;NA;NA;NA;NA;NA;11;-89.1825770478223;206.965154095645;14.1223296427191;7.21938412608073e-05
0.128453517609586;"+";-4.20266565063198;-0.445042660488583;0.0770429619130571;"+";"+";NA;"+";NA;0.706331819328279;"+";"+";NA;NA;NA;"+";NA;14;-83.8123391866087;206.976029724569;14.1332052716433;7.18023299942823e-05
-0.141843716645698;"+";-0.694669838450644;-0.322750740172214;0.040333916397633;"+";NA;NA;NA;-0.0770715223738663;0.0855504773922134;"+";NA;NA;NA;NA;NA;NA;11;-89.1999044588631;206.999808917726;14.1569844648007;7.09536842820185e-05
-0.150135949732549;"+";-4.20997309805024;-0.383919690634312;0.179878575854243;"+";"+";NA;"+";NA;1.49799591650679;"+";"+";NA;NA;NA;NA;NA;13;-85.7108673039233;207.000681976268;14.157857523342;7.09227176813729e-05
-0.247701233610277;"+";-0.570516498772595;-0.320667504660643;0.108411061468819;"+";NA;"+";NA;-0.017788806722487;0.0230806917661158;NA;NA;NA;NA;NA;NA;NA;11;-89.2040238841252;207.00804776825;14.1652233153248;7.06619970868371e-05
0.138810553840967;"+";-0.254999266554095;NA;-0.143065975104512;"+";NA;NA;"+";NA;0.0846705982769333;NA;NA;NA;NA;NA;NA;NA;9;-92.3644062474301;207.014526780574;14.1717023276489;7.04334574894333e-05
-0.229388229361382;"+";-0.598058225113566;-0.317696719191241;0.0996786982263336;"+";NA;"+";NA;NA;0.0261798332231422;"+";NA;NA;NA;NA;NA;NA;11;-89.2089177666706;207.017835533341;14.1750110804156;7.0317030374456e-05
-0.113213100501781;"+";-0.584170528111241;-0.315979098140955;0.0515253067455594;"+";NA;NA;NA;NA;0.0505119183642048;"+";"+";NA;NA;NA;NA;NA;11;-89.2117599087319;207.023519817464;14.1806953645383;7.01174631183837e-05
-0.12696801528627;"+";-0.555615391542767;-0.317939437232899;0.0555721888963284;"+";NA;NA;NA;-0.00852991240998232;0.0450859123525695;NA;"+";NA;NA;NA;NA;NA;11;-89.2134591943637;207.026918388727;14.1840939358019;6.99984146980511e-05
0.0566486811051785;"+";-0.314993127600938;NA;-0.0851745540333775;"+";NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-92.3724728235442;207.030659932803;14.1878354798772;6.9867586034614e-05
-0.0893682999158504;"+";-0.662016033974563;-0.320589322035001;0.0401707137395962;"+";NA;NA;NA;-0.0308157872513999;NA;"+";"+";NA;NA;NA;NA;NA;11;-89.2205714959828;207.041142991966;14.1983185390401;6.95023310991419e-05
-0.100706725988432;"+";-4.99722900101729;-0.449164770277388;0.237760709282419;"+";"+";NA;"+";0.0973728868651336;1.12268295057843;"+";NA;NA;"+";NA;NA;NA;14;-83.8467462974669;207.044843946285;14.2020194933596;6.93738375467509e-05
0.224518356168709;"+";-0.421069949367633;NA;-0.180006032295104;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-92.3868548916673;207.059424069049;14.2165996161233;6.88699369774293e-05
-0.00285938645789984;"+";-0.736594201732084;NA;-0.107940483723318;"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-92.4282033540333;207.142120993781;14.2992965408553;6.60803411641739e-05
-0.311500187741258;"+";-4.25874649205116;-0.3902261184314;0.274098918290414;"+";"+";"+";"+";NA;1.51358746225087;"+";NA;NA;NA;NA;NA;NA;13;-85.7842361574193;207.14741968326;14.3045952303342;6.59055032651303e-05
-0.282991401139338;"+";-4.26650016306628;-0.390418367102418;0.255961969382105;"+";"+";NA;"+";-0.00244526043547477;1.52320277709066;"+";NA;NA;NA;NA;NA;NA;13;-85.7865000173547;207.151947403131;14.309122950205;6.57564711942833e-05
-0.0605640452389861;"+";-4.12727741269047;-0.450778373202236;0.202520039625502;"+";"+";NA;NA;0.191795647907293;0.62231505361239;"+";"+";NA;NA;NA;"+";NA;14;-83.9006012775999;207.152553906551;14.3097294536256;6.57365334551594e-05
-0.182496511798615;"+";-5.0653731206499;-0.453995316914066;0.263705771025701;"+";"+";"+";"+";NA;1.16174827804407;"+";NA;NA;"+";NA;NA;NA;14;-83.9090694606413;207.169490272634;14.3266658197084;6.51822148057647e-05
0.15467331505029;"+";-0.67795013195837;NA;-0.176391832401894;"+";"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-92.4535050270748;207.192724339864;14.3498998869383;6.44293721909193e-05
-0.0663559501113371;"+";-0.71310182265665;NA;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-92.4556021907735;207.196918667261;14.3540942143357;6.42943948347061e-05
0.1814017939161;"+";-0.771759767330991;NA;-0.213620388444584;"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-92.4622483355856;207.210210956885;14.3673865039599;6.38685018170449e-05
0.357471072118608;"+";NA;NA;-0.259078149593334;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-92.485386061895;207.256486409504;14.4136619565787;6.24076949471825e-05
0.0838147294031864;"+";-0.378688125879962;NA;-0.178627781772481;"+";NA;NA;NA;NA;0.103689252593111;"+";NA;NA;NA;NA;NA;NA;9;-92.4898892004808;207.265492686676;14.4226682337504;6.21272962589204e-05
-0.38419490975881;"+";-4.27348841153277;-0.393288428905327;0.298144962095119;"+";"+";"+";NA;NA;1.51664141628242;"+";"+";NA;NA;NA;NA;NA;13;-85.8454625578544;207.26987248413;14.4270480312043;6.19913926338366e-05
-0.350375104776244;"+";-4.29449715710586;-0.394267974506006;0.273550517091782;"+";"+";NA;NA;-0.0143716627054414;1.53246525988292;"+";"+";NA;NA;NA;NA;NA;13;-85.8478457047852;207.274638777991;14.4318143250659;6.18438339336115e-05
0.0520815703667642;"+";-0.256441593534546;NA;-0.138361267683727;"+";NA;NA;NA;NA;0.0830259706719146;NA;"+";NA;NA;NA;NA;NA;9;-92.5008030415467;207.287320368808;14.4444959158821;6.14529354487405e-05
0.377223874378799;"+";NA;-0.290419620953643;-0.198933551067649;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;11;-89.3494448306446;207.298889661289;14.4560652083637;6.10984781501575e-05
-0.0310778137085048;"+";-0.31237646653283;NA;-0.0778604872333773;"+";NA;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-92.5092672895733;207.304248864861;14.4614244119354;6.09349777148564e-05
0.139816542783507;"+";-0.427064525502602;NA;-0.173577562528687;"+";NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;9;-92.5179373678404;207.321589021395;14.4787645684695;6.0408950333281e-05
-0.0123414626924174;"+";-0.276843783896808;NA;-0.125392210926198;"+";NA;"+";NA;NA;0.070124416550937;NA;NA;NA;NA;NA;NA;NA;9;-92.5184344548395;207.322583195393;14.4797587424678;6.03789292915912e-05
0.0125255700678242;"+";-0.433674478657097;NA;-0.128327877259739;"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-92.5195591489055;207.324832583525;14.4820081305997;6.03110596415582e-05
-0.0677044865594339;"+";-3.78682590099817;-0.372758337094848;0.152010267897138;"+";"+";NA;"+";0.122383267296026;1.34929637146299;NA;"+";NA;NA;NA;NA;NA;13;-85.8890139252319;207.356975218885;14.5141507659593;5.93495286731239e-05
-0.389839498162989;"+";-4.30708793754085;-0.396487525606497;0.262401734962916;"+";"+";"+";NA;-0.040114173175112;1.52756997896337;"+";NA;NA;NA;NA;NA;NA;13;-85.8917396322879;207.362426632997;14.5196021800713;5.91879795119132e-05
-0.0456137609299081;"+";-2.9078760793329;NA;-0.0744318778515046;"+";"+";NA;NA;NA;1.13793254373775;"+";NA;NA;NA;NA;NA;NA;10;-91.0479588286829;207.461771315902;14.6189468629769;5.63197983288543e-05
-0.317266328515938;NA;-0.325800508274848;NA;0.0351660511815962;"+";NA;NA;NA;NA;0.141072120904042;"+";"+";NA;NA;NA;NA;NA;9;-92.6232314250977;207.53217713591;14.6893526829842;5.43716686340118e-05
-0.221375708375501;"+";-3.78986504819659;-0.378326811552012;0.24380704331085;"+";"+";"+";"+";0.147022696507668;1.35802016800017;NA;NA;NA;NA;NA;NA;NA;13;-86.0040035304448;207.586954429311;14.7441299763852;5.2902710425602e-05
-0.123995501367941;"+";-4.3230029128765;-0.455745161178064;0.193568628437368;"+";"+";"+";NA;NA;0.796286253864634;"+";"+";NA;NA;NA;"+";NA;14;-84.1225164198669;207.596384191085;14.7535597381597;5.26538675405965e-05
-0.462999518174333;"+";-8.54652399095509;-0.480488913291526;0.421349688799244;"+";"+";"+";NA;NA;3.44850753530399;"+";"+";"+";NA;NA;"+";NA;15;-82.1663393655846;207.666012064502;14.8231876115769;5.08523205540576e-05
-0.667248946691024;NA;-0.644377122531395;-0.311361060514212;0.285545472804262;"+";NA;NA;NA;-0.0775613555545699;0.140908524089289;"+";"+";NA;NA;NA;NA;NA;11;-89.5409760178536;207.681952035707;14.8391275827816;5.04486390959414e-05
-0.636688197515841;NA;-0.801683475110751;-0.366545931126231;0.346414475282473;"+";NA;NA;NA;0.113715959630218;-0.594800256064077;"+";"+";NA;NA;NA;"+";NA;12;-87.8415633695374;207.683126739075;14.8403022861493;5.04190167030533e-05
-0.482547393829807;"+";-8.91501799346094;-0.472338829057749;0.435668124453302;"+";"+";"+";"+";NA;3.60077807137107;"+";NA;"+";"+";NA;NA;NA;15;-82.200120334874;207.733574003081;14.8907495501559;4.91631710573304e-05
-0.314272141679024;"+";-3.77519630747155;-0.382179920014708;0.272803981063165;"+";"+";"+";NA;0.146781473164706;1.35033339196626;NA;"+";NA;NA;NA;NA;NA;13;-86.1044399832093;207.78782733484;14.945002881914;4.78474641926689e-05
0.0270937246924016;"+";-3.45640816797009;-0.376831837023465;0.0646111413693375;"+";"+";"+";"+";NA;1.24432330191607;NA;"+";NA;NA;NA;NA;NA;13;-86.1441290988657;207.867205566153;15.024381113227;4.59856322776334e-05
-0.00183403221408277;"+";-1.96708156195479;NA;-0.0389152426534365;"+";"+";NA;"+";NA;0.825252435672843;NA;NA;NA;NA;NA;NA;NA;10;-91.3487896096725;208.063432877882;15.2206084249561;4.16880847283702e-05
-0.665032856095506;"+";-8.11282502082666;-0.399678996742063;0.514826885584349;"+";"+";"+";NA;0.139348233938169;4.05872933466995;NA;"+";"+";NA;NA;NA;NA;14;-84.3885470429747;208.128445437301;15.2856209843752;4.0354748490635e-05
-0.712065870773452;"+";-7.98287423364917;-0.407805969963347;0.515710623595759;"+";"+";"+";NA;NA;3.9103512809162;"+";"+";"+";NA;NA;NA;NA;14;-84.4580865898947;208.267524531141;15.4247000782153;3.76438473320175e-05
-0.50016334913162;"+";-7.71324592370607;-0.394558506869698;0.407337437763178;"+";"+";"+";"+";0.123445052462955;3.81377879580568;NA;NA;"+";NA;NA;NA;NA;14;-84.4825306729845;208.31641269732;15.4735882443949;3.67348332695242e-05
-0.0876577969821439;"+";-1.96530854831406;NA;-0.0400815886243462;"+";"+";NA;NA;NA;0.820548387935893;NA;"+";NA;NA;NA;NA;NA;10;-91.5016088697307;208.369071397998;15.5262469450725;3.57802508868875e-05
-0.079778500982586;"+";-1.98988664737442;NA;-0.0660457994825553;"+";"+";"+";NA;NA;0.826678080928766;NA;NA;NA;NA;NA;NA;NA;10;-91.5198906302765;208.40563491909;15.5628104661641;3.5132067923791e-05
-0.568578146935862;"+";-7.65657383766499;-0.402720749077923;0.424178697524425;"+";"+";"+";"+";NA;3.71481237211137;"+";NA;"+";NA;NA;NA;NA;14;-84.5293382583903;208.410027868132;15.5672034152065;3.5054985917041e-05
0.00302559076550872;"+";-1.70532342553286;NA;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;10;-91.6336854764933;208.633224611523;15.7904001585976;3.13532986996936e-05
0.49731389727531;"+";-1.03206871363661;-0.386272081244758;-0.178102695947557;"+";NA;NA;"+";NA;-0.715974020232157;"+";"+";NA;NA;NA;"+";NA;13;-86.5957939498385;208.770535268098;15.9277108151726;2.92729580068588e-05
0.0373066636213337;"+";-1.48005887507278;-0.33152486271378;0.0590534858440381;"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;12;-88.446533381447;208.893066762894;16.0502423099686;2.7533361298405e-05
-0.741734137356747;"+";-7.74185959139521;-0.408611718309826;0.518463926003604;"+";"+";"+";"+";NA;3.93533685808771;NA;"+";"+";NA;NA;NA;NA;14;-84.7731036623672;208.897558676086;16.0547342231602;2.74715919555879e-05
-0.621952544642469;"+";-7.47743893661391;-0.404999349754617;0.381073840087798;"+";"+";"+";NA;0.0273880073871138;3.60486096975869;"+";NA;"+";NA;NA;NA;NA;14;-84.7739622339798;208.899275819311;16.0564513663854;2.74480157489615e-05
0.291023591322445;"+";-1.35198573743581;-0.327395127698802;-0.10047454606254;"+";"+";NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-88.5189954696177;209.037990939235;16.1951664863099;2.56088070923889e-05
-0.168644995748256;"+";-1.48011524237704;-0.336542687029986;0.182736205264375;"+";"+";"+";"+";0.0311885000000421;NA;NA;NA;NA;NA;NA;NA;NA;12;-88.5350833968426;209.070166793685;16.2273423407597;2.52001108204174e-05
0.288427197840014;"+";-1.42173507237181;-0.326095313852502;-0.0974928923262822;"+";"+";NA;"+";-0.000252144774874109;NA;NA;"+";NA;NA;NA;NA;NA;12;-88.5447724136901;209.08954482738;16.2467203744546;2.49571255671181e-05
-0.194331850131296;"+";-1.45402619853192;-0.339805116038422;0.190469762024476;"+";"+";"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;12;-88.5533536136301;209.10670722726;16.2638827743347;2.47438797437847e-05
0.60421278881129;"+";-0.816079909163335;NA;-0.379815911137015;"+";"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-91.9144517522181;209.194757162973;16.3519327100474;2.36781624437137e-05
-0.248547315941991;"+";-1.47407458431537;-0.339959549497299;0.206815251325049;"+";"+";"+";NA;0.0314378958816186;NA;NA;"+";NA;NA;NA;NA;NA;12;-88.604433279199;209.208866558398;16.3660421054724;2.3511707998534e-05
-0.265770424713248;"+";-1.45793586537929;-0.342777474706367;0.209100899187148;"+";"+";"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-88.6207124355471;209.241424871094;16.3986004181687;2.31320558208871e-05
0.102694706785319;"+";-1.30118001433834;-0.328972775649483;0.0225910579061148;"+";"+";NA;"+";0.108105442255134;NA;"+";NA;NA;NA;NA;NA;NA;12;-88.6427375780611;209.285475156122;16.4426507031967;2.26281387879936e-05
0.510503426904105;"+";-0.375939134796953;NA;-0.343602467334304;"+";NA;NA;"+";NA;0.0899145534988397;NA;"+";NA;NA;NA;NA;NA;10;-91.9617094275421;209.289272513621;16.4464480606952;2.25852159829452e-05
-0.226507179860332;"+";-1.43364694442863;-0.340800261195594;0.157106218329035;"+";"+";"+";NA;0.0437674739674951;NA;"+";NA;NA;NA;NA;NA;NA;12;-88.6520199263379;209.304039852676;16.4612153997503;2.24190683563464e-05
0.371875625336079;"+";-0.533657157672026;-0.312104834043477;-0.179948004163572;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;12;-88.6814114745109;209.362822949022;16.5199984960962;2.17697265537241e-05
0.560858713755276;"+";-0.432835858877229;NA;-0.366300205055537;"+";NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-92.0090776063388;209.384008871214;16.5411844182887;2.15403377854015e-05
0.526085054582999;"+";-0.453022526478874;NA;-0.344975043086451;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-92.0094460193203;209.384745697177;16.5419212442516;2.15324035069716e-05
0.191599936081806;"+";-0.841961925115023;-0.392834517419544;-0.0102761613646129;"+";NA;NA;NA;0.171911858635997;-0.818876300512477;"+";"+";NA;NA;NA;"+";NA;13;-86.9239915572163;209.426930482854;16.5841060299281;2.10829898595276e-05
0.0225939216381992;"+";-1.31271722117756;-0.333453692769134;0.037240345644617;"+";"+";NA;NA;0.090921289001027;NA;"+";"+";NA;NA;NA;NA;NA;12;-88.7325769886318;209.465153977264;16.6223295243381;2.0683883049274e-05
0.437851944707491;"+";-3.26840249963184;-0.418062498276678;-0.058449168917709;"+";"+";NA;"+";0.182243447871488;NA;"+";"+";NA;"+";NA;NA;NA;14;-85.0937894716478;209.538930294647;16.6961058417214;1.99347938896944e-05
0.706693494612001;"+";NA;NA;-0.459540905159352;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;10;-92.1269072977941;209.619668254125;16.7768438011993;1.91460736241575e-05
-0.212360067494694;"+";-9.25179883330253;-0.478226865380833;0.384272250092115;"+";"+";"+";NA;0.43841362907045;3.78026981149909;"+";"+";"+";NA;NA;"+";NA;16;-81.0407964242696;209.624449991396;16.7816255384709;1.91003525555447e-05
0.0638292925355907;"+";-1.02994335454381;-0.397859622427204;0.0277377816877122;"+";NA;"+";NA;NA;-0.665533894005529;"+";"+";NA;NA;NA;"+";NA;13;-87.083596445233;209.746140258887;16.9033158059615;1.79728387428783e-05
-0.293319638632194;NA;-0.499597527965929;NA;0.0344859104481476;"+";NA;NA;NA;NA;-0.160374197461602;"+";"+";NA;NA;NA;"+";NA;10;-92.2167020640811;209.799257786699;16.9564333337733;1.75017853484376e-05
0.0591097266226935;"+";-0.719374064936686;NA;-0.0698221009981649;"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;10;-92.2519635961544;209.869780850845;17.0269563979198;1.68953994599145e-05
-0.30143453351429;"+";-5.35644863770139;NA;0.0440431768406982;"+";"+";"+";NA;NA;2.91386280130183;NA;NA;"+";NA;NA;NA;NA;11;-90.6524749071243;209.904949814249;17.0621253613232;1.66008995202554e-05
0.231749452199084;"+";-3.30290467403887;-0.426138133227805;0.0218480661407449;"+";"+";"+";"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;14;-85.2845991709083;209.920549693168;17.0777252402424;1.64719171901345e-05
0.175035586083645;"+";-0.612746931715082;-0.307410888039041;-0.0816949622546888;"+";NA;NA;"+";-0.0343072265759076;0.0492904835289695;NA;"+";NA;NA;NA;NA;NA;12;-88.9606609859595;209.921321971919;17.0784975189935;1.646555796217e-05
0.10407003269852;"+";-0.642978683660482;-0.309402064670345;-0.0320723086668306;"+";NA;"+";"+";-0.0315698892620123;NA;NA;"+";NA;NA;NA;NA;NA;12;-88.9625714484033;209.925142896807;17.0823184438811;1.64341311614866e-05
0.117669511905509;"+";-0.602136015833292;-0.306205202546493;-0.0361938832407205;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-88.9737088773776;209.947417754755;17.1045933018298;1.62521126833529e-05
0.10537111950197;"+";-0.617711923254329;-0.304767050638252;-0.0322817116237946;"+";NA;"+";"+";NA;0.0338692068304108;NA;"+";NA;NA;NA;NA;NA;12;-88.9742183861562;209.948436772312;17.1056123193868;1.62438341984305e-05
0.185534380900916;"+";-0.58287737423007;-0.304306694072033;-0.0817102487108408;"+";NA;NA;"+";NA;0.0374151583267426;"+";"+";NA;NA;NA;NA;NA;12;-88.9758566711425;209.951713342285;17.1088888893595;1.62172439558872e-05
0.20483156582605;"+";-0.656716530685878;-0.308555829814489;-0.0923437254861184;"+";NA;NA;"+";-0.0323951155372731;NA;"+";"+";NA;NA;NA;NA;NA;12;-88.9768862507832;209.953772501566;17.1109480486409;1.62005556041502e-05
0.0483520349018732;"+";-3.31819930744726;-0.428203739188478;0.175119471804184;"+";"+";"+";"+";0.181291831216939;NA;"+";NA;NA;"+";NA;NA;NA;14;-85.3060673276636;209.963486006679;17.1206615537531;1.61220642750791e-05
0.268080853933101;"+";-0.754859409342975;NA;-0.192845673462685;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-92.300551687138;209.966957032813;17.124132579887;1.60941084876976e-05
0.170622285807274;"+";-0.363977292224009;NA;-0.157152977849106;"+";NA;NA;"+";NA;0.10683778430448;"+";NA;NA;NA;NA;NA;NA;10;-92.3225958415802;210.011045341697;17.1682208887715;1.57432093219708e-05
0.0760402529406873;"+";-0.420510536887487;NA;-0.0907292646534547;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-92.3420310936036;210.049915845744;17.2070913928183;1.54401902453999e-05
0.0490461586413207;"+";-0.25754070785095;NA;-0.0880869611045934;"+";NA;"+";"+";NA;0.0678359915233495;NA;NA;NA;NA;NA;NA;NA;10;-92.3473085940873;210.060470846711;17.2176463937857;1.53589192763311e-05
-0.0285790168265632;"+";-0.714909505919292;NA;-0.0621309889857235;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-92.3901761318815;210.1462059223;17.303381469374;1.47144326910437e-05
0.0130390796449014;"+";-0.835417129959292;NA;-0.113270605174473;"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-92.402254351993;210.170362362523;17.327537909597;1.45377775217775e-05
-0.197606505782867;"+";-0.664464842761925;-0.318419842924045;0.13476792283068;"+";NA;"+";"+";-0.036701298046007;NA;"+";NA;NA;NA;NA;NA;NA;12;-89.0978934878821;210.195786975764;17.3529625228386;1.43541385468542e-05
-0.176010780621935;"+";-0.590465059926657;-0.313798886524795;0.122263622835956;"+";NA;"+";"+";NA;0.0258079171873779;"+";NA;NA;NA;NA;NA;NA;12;-89.1035032711584;210.207006542317;17.3641820893913;1.42738403787274e-05
-0.185942109960487;"+";-0.560873653162857;-0.315316033925905;0.125939997672752;"+";NA;"+";"+";-0.00465526066747026;0.0202348767404675;NA;NA;NA;NA;NA;NA;NA;12;-89.1065554250874;210.213110850175;17.3702863972493;1.42303408381497e-05
0.383200420899134;"+";-2.20334297963198;NA;-0.252066828181843;"+";"+";NA;"+";NA;0.881956091541789;NA;"+";NA;NA;NA;NA;NA;11;-90.8071811361625;210.214362272325;17.3715378193995;1.42214395413948e-05
0.184237870467018;"+";-0.76106011722154;NA;-0.187353257575426;"+";"+";NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-92.4321797548351;210.230213168207;17.3873887152814;1.41091737287343e-05
-0.0703458853583597;"+";-0.644763514636233;-0.316963791401254;0.0455067259735091;"+";NA;NA;"+";-0.0467531772642352;0.0734556096685016;"+";NA;NA;NA;NA;NA;NA;12;-89.1299352124683;210.259870424937;17.417045972011;1.39014976163683e-05
0.0850013055919831;"+";-0.369898829558677;NA;-0.149487461146544;"+";NA;NA;NA;NA;0.106723995418223;"+";"+";NA;NA;NA;NA;NA;10;-92.454186936757;210.274227532051;17.431403079125;1.38020622990868e-05
0.0483870887368401;"+";-2.90631167971836;NA;-0.0520953753881899;"+";"+";NA;"+";NA;1.14547357657861;"+";NA;NA;NA;NA;NA;NA;11;-90.8551200910884;210.310240182177;17.4674157292513;1.35557620150227e-05
-0.0137219659660927;"+";-0.425160332224448;NA;-0.0783196786346777;"+";NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-92.4734082431717;210.31267014488;17.4698456919544;1.35393020182879e-05
-0.269260196236091;"+";-0.688343087761329;-0.322534240470355;0.150990456898699;"+";NA;"+";NA;-0.0491659641205651;NA;"+";"+";NA;NA;NA;NA;NA;12;-89.1578640353535;210.315728070707;17.4729036177816;1.35186167451638e-05
0.00775369907300699;"+";-0.385446730659673;NA;-0.133367005491946;"+";NA;"+";NA;NA;0.0902356559803814;"+";NA;NA;NA;NA;NA;NA;10;-92.4775486929216;210.32095104438;17.4781265914542;1.34833591129475e-05
-0.27374670293133;"+";-0.71814249734197;-0.324447703679805;0.120699302450514;"+";NA;"+";NA;-0.0865760385348281;0.0656188494028129;"+";NA;NA;NA;NA;NA;NA;12;-89.1622946118946;210.324589223789;17.4817647708636;1.34588539684857e-05
-0.0377879988909329;"+";-0.256697070734318;NA;-0.0819175261491046;"+";NA;"+";NA;NA;0.066763365092186;NA;"+";NA;NA;NA;NA;NA;10;-92.4850139565479;210.335881571632;17.4930571187069;1.33830770642932e-05
-0.249172267628945;"+";-0.594134191221356;-0.316930190101952;0.139977799896259;"+";NA;"+";NA;NA;0.0258339351855741;"+";"+";NA;NA;NA;NA;NA;12;-89.1708436673214;210.341687334643;17.4988628817172;1.33442839106067e-05
-0.258963904581583;"+";-0.558317567355732;-0.318925011984211;0.141376854533404;"+";NA;"+";NA;-0.00708431720656153;0.0193076725417749;NA;"+";NA;NA;NA;NA;NA;12;-89.1751353674345;210.350270734869;17.5074462819435;1.32871369623346e-05
-0.134828036570389;"+";-0.673275350000277;-0.321204162339359;0.0533888522898914;"+";NA;NA;NA;-0.0640576714392225;0.0815028242852891;"+";"+";NA;NA;NA;NA;NA;12;-89.1878082657998;210.3756165316;17.5327920786741;1.31198129058063e-05
0.2629866909621;"+";-3.98368265439194;-0.439136051403982;0.0515816902949563;"+";"+";NA;"+";0.213911150182446;0.512839435375059;"+";"+";NA;NA;NA;"+";NA;15;-83.5321138981796;210.397561129692;17.5547366767669;1.29766452705672e-05
-0.0388271844434281;"+";-2.91540682099646;NA;-0.0405440670194917;"+";"+";NA;NA;NA;1.14690868708712;"+";"+";NA;NA;NA;NA;NA;11;-90.9943883373248;210.58877667465;17.7459522217241;1.17934400823239e-05
0.0791498564612481;"+";-4.6764935068423;-0.448979384462702;0.11091315889352;"+";"+";NA;"+";NA;0.91760292569486;"+";"+";NA;"+";NA;"+";NA;15;-83.6763409801426;210.686015293619;17.8431908406931;1.12337668751964e-05
-0.0532317481113861;"+";-2.9067637564472;NA;-0.0699693597366977;"+";"+";"+";NA;NA;1.13579525224604;"+";NA;NA;NA;NA;NA;NA;11;-91.0478284139008;210.695656827802;17.8528323748761;1.11797418272452e-05
0.0698071591363054;"+";-4.92939140267856;-0.442179015843596;0.13584647318405;"+";"+";NA;"+";0.0904635468990426;1.08205210791868;"+";"+";NA;"+";NA;NA;NA;15;-83.6957121244003;210.724757582134;17.8819331292084;1.1018250098971e-05
-0.119630798154174;"+";-4.2119378775279;-0.383653457158929;0.161301646527297;"+";"+";"+";"+";NA;1.50427005846062;"+";"+";NA;NA;NA;NA;NA;14;-85.7094321540313;210.770215659414;17.9273912064884;1.07706404905957e-05
-0.154155928712793;"+";-4.22050922203536;-0.384627177581093;0.180258651713935;"+";"+";NA;"+";-0.00999892344880623;1.50153334841258;"+";"+";NA;NA;NA;NA;NA;14;-85.7102148306154;210.771781012582;17.9289565596566;1.07622138605815e-05
