"(Intercept)";"pop";"scale(log(mean_fgm), scale = F)";"scale(mass1, scale = F)";"scale(quali_coh, scale = F)";"sex";"pop:scale(log(mean_fgm), scale = F)";"pop:scale(quali_coh, scale = F)";"pop:sex";"scale(log(mean_fgm), scale = F):scale(mass1, scale = F)";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"scale(log(mean_fgm), scale = F):sex";"scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"pop:scale(log(mean_fgm), scale = F):sex";"pop:scale(quali_coh, scale = F):sex";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"df";"logLik";"AICc";"delta";"weight"
0.146821604818391;"+";-4.61999574426855;-0.451058352564106;0.0688019589844548;"+";"+";"+";"+";NA;0.91203538191536;"+";"+";NA;"+";"+";"+";NA;17;-83.547618211433;219.095236422866;26.2524119699405;1.67681920852874e-07
0.728030822305711;"+";-0.441659949616919;NA;-0.462293532488906;"+";NA;"+";"+";NA;0.0124322801434015;"+";"+";NA;NA;"+";NA;NA;13;-91.8228560422696;219.22465945296;26.3818350000347;1.57174608197605e-07
0.125343746554728;"+";-4.98225763286897;-0.441936616376961;0.101267307032918;"+";"+";"+";"+";0.0870043953040455;1.12974415164432;"+";"+";NA;"+";"+";NA;NA;17;-83.6772192483614;219.354438496723;26.5116140437972;1.47299483882048e-07
-0.0238874350866158;"+";-5.46971057051091;NA;-0.0147166792947574;"+";"+";"+";"+";NA;2.81289758101658;"+";"+";"+";NA;NA;NA;NA;14;-90.0715187240441;219.49438879944;26.6515643465141;1.37344541229828e-07
0.684903194376579;"+";-2.74400483443765;NA;-0.403620043149307;"+";"+";"+";"+";NA;0.694569762992943;"+";"+";NA;NA;NA;"+";NA;14;-90.0944975007041;219.540346352759;26.697521899834;1.34224516157287e-07
0.580457320559064;"+";-3.15019445343333;NA;-0.342032600625892;"+";"+";"+";"+";NA;0.909456487412695;"+";"+";NA;"+";NA;NA;NA;14;-90.0996899456029;219.550731242557;26.7079067896316;1.33529369071391e-07
0.486071130423735;"+";-2.97717075283896;NA;-0.285598571154425;"+";"+";NA;"+";NA;0.782821851098479;"+";"+";NA;"+";NA;"+";NA;14;-90.1061993416975;219.563750034746;26.7209255818209;1.32662996358588e-07
-0.0390923837970407;"+";-5.22214982071117;NA;-0.0136779195226099;"+";"+";"+";"+";NA;2.82635376633307;NA;"+";"+";NA;"+";NA;NA;14;-90.2328301047728;219.817011560897;26.9741871079713;1.16883917892283e-07
-0.701195676074116;"+";-9.94872342935729;-0.473945927152358;0.620503819266472;"+";"+";"+";"+";0.239127883018271;4.24173185446677;"+";"+";"+";"+";"+";NA;NA;18;-81.6944618825815;220.116196492436;27.2733720395102;1.00643927934888e-07
0.842822231384226;"+";-0.796925718281383;-0.379136335408837;-0.328970569500879;"+";NA;"+";"+";0.217602717416683;-0.906169018145773;"+";"+";NA;NA;"+";"+";NA;16;-86.3235773216873;220.190011786232;27.3471873333062;9.69971090889137e-08
-0.693360845373563;"+";-9.14585151857755;-0.488748104302602;0.560160535817038;"+";"+";"+";"+";NA;3.75943234749969;"+";"+";"+";"+";"+";"+";NA;18;-81.7788778130738;220.28502835342;27.4422039004948;9.24966928825236e-08
0.460807676460032;"+";-2.82226194293273;NA;-0.290847123350375;"+";"+";"+";"+";NA;1.09936972251434;"+";"+";NA;NA;"+";NA;NA;14;-90.5364777169387;220.424306785229;27.5814823323032;8.62744656461946e-08
0.446383338020977;"+";-0.681579604344222;-0.318352806721455;-0.198325093629293;"+";NA;"+";"+";0.0173845323277621;-0.135378532702407;"+";"+";NA;NA;"+";NA;NA;15;-88.5698789222628;220.473091177859;27.6302667249334;8.41955002861814e-08
-0.695633547991997;"+";-8.27544432029887;-0.407193485919537;0.533904336730703;"+";"+";"+";"+";0.141259466161123;4.0840619575394;"+";"+";"+";NA;"+";NA;NA;17;-84.3035362265606;220.607072453121;27.7642480001957;7.87399650309298e-08
0.784330134665949;"+";-1.83708994669488;NA;-0.456938707179672;"+";"+";"+";"+";NA;NA;"+";"+";NA;"+";"+";NA;NA;14;-90.8597296746166;221.070810700585;28.227986247659;6.24447220180041e-08
0.864898247132267;"+";-0.612517820937022;NA;-0.519720057110871;"+";NA;"+";"+";NA;-0.325040010355234;"+";"+";NA;NA;"+";"+";NA;14;-91.1943129649501;221.739977281252;28.897152828326;4.46877058707838e-08
0.104876707410342;"+";-5.87232840199487;NA;-0.0726090008582795;"+";"+";"+";"+";NA;2.64439595428102;"+";"+";"+";"+";NA;NA;NA;15;-89.5937354647449;222.520804262823;29.6779798098976;3.02436104253257e-08
0.217090041855941;"+";-5.42671258635811;NA;-0.138455004557247;"+";"+";"+";"+";NA;2.41037353671798;"+";"+";"+";NA;NA;"+";NA;15;-89.5943537337101;222.522040800754;29.679216347828;3.02249175188212e-08
-0.234304163036953;"+";-9.19410897270733;-0.482047089167449;0.39874272237348;"+";"+";"+";"+";0.466483967106059;3.7924225148667;"+";"+";"+";"+";"+";"+";NA;19;-80.7313246720376;223.212649344075;30.3698248911496;2.13993895502244e-08
0.430559327320598;"+";-4.12444890763818;-0.442602850149098;-0.047777733187287;"+";"+";"+";"+";0.212517194783592;0.601294906158451;"+";"+";NA;"+";"+";"+";NA;18;-83.3219848441982;223.371242415669;30.5284179627436;1.97680275061465e-08
0.592803674516586;"+";-2.83570137026993;NA;-0.349645790418422;"+";"+";"+";"+";NA;0.742422359123745;"+";"+";NA;NA;"+";"+";NA;15;-90.0356976050663;223.404728543466;30.5619040905404;1.94398055465947e-08
-0.0270661858956385;"+";-5.47410866797253;NA;-0.0129267368884063;"+";"+";"+";"+";NA;2.81681475252317;"+";"+";"+";NA;"+";NA;NA;15;-90.0714876597123;223.476308652758;30.6334841998325;1.87563571244238e-08
0.644967279286828;"+";-2.93871538145049;NA;-0.379185154655498;"+";"+";"+";"+";NA;0.780327143201791;"+";"+";NA;"+";NA;"+";NA;15;-90.076301913575;223.485937160483;30.6431127075579;1.86662762697231e-08
0.524841619599519;"+";-3.21808988089956;NA;-0.309796307616461;"+";"+";"+";"+";NA;0.955484413744058;"+";"+";NA;"+";"+";NA;NA;15;-90.0848673644712;223.503068062276;30.6602436093501;1.85070739899239e-08
-0.525769895639819;"+";-8.27185557975675;-0.475631005381291;0.461710794258857;"+";"+";"+";"+";NA;3.20323658202057;"+";"+";"+";"+";"+";"+";"+";19;-81.5976965499496;224.945393099899;32.1025686469738;8.99789371264738e-09
0.0623703281698946;"+";-5.72219338313619;NA;-0.0477852048064261;"+";"+";"+";"+";NA;2.58212303863464;"+";"+";"+";NA;"+";"+";NA;16;-89.4799808498756;226.502818842608;33.6599943896829;4.13000098992357e-09
-0.00615171696322814;"+";-6.08998316417201;NA;-0.00804349983293824;"+";"+";"+";"+";NA;2.78597481603657;"+";"+";"+";"+";"+";NA;NA;16;-89.5496155554192;226.642088253695;33.7992638007699;3.85219432745609e-09
0.168693802703376;"+";-5.65822396779532;NA;-0.109306801506726;"+";"+";"+";"+";NA;2.51472504425542;"+";"+";"+";"+";NA;"+";NA;16;-89.5720129933957;226.686883129649;33.844058676723;3.7668740879968e-09
0.580839507076741;"+";-2.92534552487633;NA;-0.342045914184713;"+";"+";"+";"+";NA;0.781190562520801;"+";"+";NA;"+";"+";"+";NA;16;-90.0315781564614;227.60601345578;34.7631890028543;2.37900025873362e-09
-0.207051434405078;"+";-9.01313935062643;-0.479656951342121;0.379637796686807;"+";"+";"+";"+";0.453680400712593;3.67916367680131;"+";"+";"+";"+";"+";"+";"+";20;-80.7245461751499;228.545866543848;35.7030420909227;1.48698978221262e-09
0.0527147851045354;"+";-5.79031685832255;NA;-0.0417715742740355;"+";"+";"+";"+";NA;2.61099951395743;"+";"+";"+";"+";"+";"+";NA;17;-89.4774735037927;230.954947007585;38.1121225546599;4.458438787786e-10
0.40307087110026;"+";-4.00168310284431;NA;-0.240810809378764;"+";"+";"+";"+";NA;1.44085872028449;"+";"+";"+";"+";"+";"+";"+";18;-88.8296906374679;234.386654002208;41.5438295492829;8.01672715239029e-11
